phase,quantity,model,decision_type,metric,value,note
after,NUMBERS:GPTOSS_recovery,run_1,Overall,AH|Top-1,0.9294,
after,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|tau,0.8974,
after,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|MAE,0.0514,
after,NUMBERS:GPTOSS_recovery,run_2,Overall,AH|Top-1,0.9172,
after,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|tau,0.8966,
after,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|MAE,0.0545,
after,NUMBERS:GPTOSS_recovery,run_3,Overall,AH|Top-1,0.9138,
after,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|tau,0.901,
after,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|MAE,0.051,
after,NUMBERS:GPTOSS_recovery,run_4,Overall,AH|Top-1,0.9143,
after,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|tau,0.8863,
after,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|MAE,0.0516,
after,NUMBERS:GPTOSS_recovery,run_5,Overall,AH|Top-1,0.9118,
after,NUMBERS:GPTOSS_recovery,pooled_5run,Overall,AH|tau,0.89744,
after,NUMBERS:GPTOSS_recovery,pooled_5run,Overall,AH|MAE,0.05188,
after,NUMBERS:GPTOSS_recovery,pooled_5run,Overall,AH|Top-1,0.9173,
after,NUMBERS:GPTOSS_recovery,worst_single_run,Overall,AH|tau,0.8863,
after,NUMBERS:GPTOSS_recovery,best_single_run,Overall,AH|tau,0.9059,
after,NUMBERS:GPTOSS_recovery,worst_single_run,Overall,AH|MAE,0.0545,
after,NUMBERS:GPTOSS_recovery,best_single_run,Overall,AH|MAE,0.0509,
after,NUMBERS:GPTOSS_recovery,recovered_5run,Overall,AH|tau,0.90446,
after,NUMBERS:GPTOSS_recovery,recovered_5run,Overall,AH|MAE,0.05204,
after,NUMBERS:GPTOSS_recovery,recovered_5run,Overall,AH|Top-1,0.9196,
after,NUMBERS:GPTOSS_recovery,recovered_5run,Overall,AH|n_scenarios_per_run,194.0,
after,NUMBERS:GPTOSS_recovery,recovered_5run,Overall,AH|n_recovered_per_run,22.4,
after,NUMBERS:PerModel,deepseek,Overall,Direct_LLM_Scoring|tau,0.144,
after,NUMBERS:PerModel,deepseek,Overall,Direct_LLM_Scoring|MAE,0.23142,
after,NUMBERS:PerModel,deepseek,Overall,Direct_LLM_Scoring|Top-1,0.36682,
after,NUMBERS:PerModel,gemini,Overall,Direct_LLM_Scoring|tau,0.17606,
after,NUMBERS:PerModel,gemini,Overall,Direct_LLM_Scoring|MAE,0.219,
after,NUMBERS:PerModel,gemini,Overall,Direct_LLM_Scoring|Top-1,0.36206,
after,NUMBERS:PerModel,gptoss,Overall,Direct_LLM_Scoring|tau,0.04068,
after,NUMBERS:PerModel,gptoss,Overall,Direct_LLM_Scoring|MAE,0.24106,
after,NUMBERS:PerModel,gptoss,Overall,Direct_LLM_Scoring|Top-1,0.33334,
after,NUMBERS:PerModel,qwen,Overall,Direct_LLM_Scoring|tau,0.00998,
after,NUMBERS:PerModel,qwen,Overall,Direct_LLM_Scoring|MAE,0.23486,
after,NUMBERS:PerModel,qwen,Overall,Direct_LLM_Scoring|Top-1,0.30012,
after,NUMBERS:PerModel,deepseek,Overall,Example-Guided_LLM_Scoring|tau,0.30668,
after,NUMBERS:PerModel,deepseek,Overall,Example-Guided_LLM_Scoring|MAE,0.16772,
after,NUMBERS:PerModel,deepseek,Overall,Example-Guided_LLM_Scoring|Top-1,0.53538,
after,NUMBERS:PerModel,gemini,Overall,Example-Guided_LLM_Scoring|tau,0.30986,
after,NUMBERS:PerModel,gemini,Overall,Example-Guided_LLM_Scoring|MAE,0.15838,
after,NUMBERS:PerModel,gemini,Overall,Example-Guided_LLM_Scoring|Top-1,0.48708,
after,NUMBERS:PerModel,gptoss,Overall,Example-Guided_LLM_Scoring|tau,0.27248,
after,NUMBERS:PerModel,gptoss,Overall,Example-Guided_LLM_Scoring|MAE,0.16898,
after,NUMBERS:PerModel,gptoss,Overall,Example-Guided_LLM_Scoring|Top-1,0.47386,
after,NUMBERS:PerModel,qwen,Overall,Example-Guided_LLM_Scoring|tau,0.2082,
after,NUMBERS:PerModel,qwen,Overall,Example-Guided_LLM_Scoring|MAE,0.19354,
after,NUMBERS:PerModel,qwen,Overall,Example-Guided_LLM_Scoring|Top-1,0.46566,
after,NUMBERS:PerModel,deepseek,Overall,LLM-Parameterized_Reference_Scoring|tau,0.89732,
after,NUMBERS:PerModel,deepseek,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.04484,
after,NUMBERS:PerModel,deepseek,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.9076,
after,NUMBERS:PerModel,gemini,Overall,LLM-Parameterized_Reference_Scoring|tau,0.92344,
after,NUMBERS:PerModel,gemini,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.04768,
after,NUMBERS:PerModel,gemini,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.93126,
after,NUMBERS:PerModel,gptoss,Overall,LLM-Parameterized_Reference_Scoring|tau,0.89744,
after,NUMBERS:PerModel,gptoss,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.05188,
after,NUMBERS:PerModel,gptoss,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.9173,
after,NUMBERS:PerModel,qwen,Overall,LLM-Parameterized_Reference_Scoring|tau,0.8801,
after,NUMBERS:PerModel,qwen,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.07178,
after,NUMBERS:PerModel,qwen,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.89724,
after,NUMBERS:RobustnessComparison,MethodA,Overall,Direct_LLM_Scoring|tau,0.09268,
after,NUMBERS:RobustnessComparison,Imputed,Overall,Direct_LLM_Scoring|tau,0.09436,
after,NUMBERS:RobustnessComparison,MethodA,Overall,Direct_LLM_Scoring|MAE,0.231585,
after,NUMBERS:RobustnessComparison,Imputed,Overall,Direct_LLM_Scoring|MAE,0.231675,
after,NUMBERS:RobustnessComparison,MethodA,Overall,Direct_LLM_Scoring|Top-1,0.340585,
after,NUMBERS:RobustnessComparison,Imputed,Overall,Direct_LLM_Scoring|Top-1,0.341795,
after,NUMBERS:RobustnessComparison,MethodA,Overall,Example-Guided_LLM_Scoring|tau,0.274305,
after,NUMBERS:RobustnessComparison,Imputed,Overall,Example-Guided_LLM_Scoring|tau,0.27402,
after,NUMBERS:RobustnessComparison,MethodA,Overall,Example-Guided_LLM_Scoring|MAE,0.172155,
after,NUMBERS:RobustnessComparison,Imputed,Overall,Example-Guided_LLM_Scoring|MAE,0.17254,
after,NUMBERS:RobustnessComparison,MethodA,Overall,Example-Guided_LLM_Scoring|Top-1,0.490495,
after,NUMBERS:RobustnessComparison,Imputed,Overall,Example-Guided_LLM_Scoring|Top-1,0.49078,
after,NUMBERS:RobustnessComparison,MethodA,Overall,LLM-Parameterized_Reference_Scoring|tau,0.899575,
after,NUMBERS:RobustnessComparison,Imputed,Overall,LLM-Parameterized_Reference_Scoring|tau,0.870945,
after,NUMBERS:RobustnessComparison,MethodA,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.054045,
after,NUMBERS:RobustnessComparison,Imputed,Overall,LLM-Parameterized_Reference_Scoring|MAE,0.06047,
after,NUMBERS:RobustnessComparison,MethodA,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.91335,
after,NUMBERS:RobustnessComparison,Imputed,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.892565,
after,EXTRACTION,deepseek,Appliance,kwh_per_cycle:MAE,0.3625846153846154,
after,EXTRACTION,deepseek,HVAC,hvac_age:MAE,8.350848861283643,
after,EXTRACTION,deepseek,HVAC,r_value:MAE,3.216314699792961,
after,EXTRACTION,deepseek,HVAC,seer:MAE,1.6505175983436853,
after,EXTRACTION,deepseek,Shower,gpm:MAE,0.36966666666666664,
after,EXTRACTION,deepseek,Shower,tank_size:MAE,7.2,
after,EXTRACTION,deepseek,Shower,water_heater_temp:MAE,8.85,
after,EXTRACTION,deepseek,Appliance,appliance:accuracy,1.0,
after,EXTRACTION,deepseek,Appliance,baseline_time:accuracy,1.0,
after,EXTRACTION,deepseek,HVAC,occupancy_context:accuracy,0.822360248447205,
after,EXTRACTION,deepseek,Appliance,kwh_per_cycle:P_change_given_error,0.017011494252873564,
after,EXTRACTION,deepseek,HVAC,hvac_age:P_change_given_error,0.0,
after,EXTRACTION,deepseek,HVAC,occupancy_context:P_change_given_error,0.08118548118548119,
after,EXTRACTION,deepseek,HVAC,r_value:P_change_given_error,0.04247503740041054,
after,EXTRACTION,deepseek,HVAC,seer:P_change_given_error,0.04820289732054438,
after,EXTRACTION,deepseek,Shower,gpm:P_change_given_error,0.24944444444444444,
after,EXTRACTION,deepseek,Shower,tank_size:P_change_given_error,0.017310924369747897,
after,EXTRACTION,deepseek,Shower,water_heater_temp:P_change_given_error,0.043727477477477475,
after,EXTRACTION,gemini,Appliance,kwh_per_cycle:MAE,0.548,
after,EXTRACTION,gemini,HVAC,hvac_age:MAE,7.794285714285715,
after,EXTRACTION,gemini,HVAC,r_value:MAE,1.8057142857142856,
after,EXTRACTION,gemini,HVAC,seer:MAE,1.3757142857142857,
after,EXTRACTION,gemini,Shower,gpm:MAE,0.36666666666666664,
after,EXTRACTION,gemini,Shower,tank_size:MAE,6.7333333333333325,
after,EXTRACTION,gemini,Shower,water_heater_temp:MAE,4.583333333333333,
after,EXTRACTION,gemini,Appliance,appliance:accuracy,0.9384615384615385,
after,EXTRACTION,gemini,Appliance,baseline_time:accuracy,1.0,
after,EXTRACTION,gemini,HVAC,occupancy_context:accuracy,0.8,
after,EXTRACTION,gemini,Appliance,appliance:P_change_given_error,0.0,
after,EXTRACTION,gemini,Appliance,kwh_per_cycle:P_change_given_error,0.03076923076923077,
after,EXTRACTION,gemini,HVAC,hvac_age:P_change_given_error,0.0,
after,EXTRACTION,gemini,HVAC,occupancy_context:P_change_given_error,0.07157509157509158,
after,EXTRACTION,gemini,HVAC,r_value:P_change_given_error,0.0,
after,EXTRACTION,gemini,HVAC,seer:P_change_given_error,0.050763197586727,
after,EXTRACTION,gemini,Shower,gpm:P_change_given_error,0.23333333333333334,
after,EXTRACTION,gemini,Shower,tank_size:P_change_given_error,0.0,
after,EXTRACTION,gemini,Shower,water_heater_temp:P_change_given_error,0.05,
after,EXTRACTION,gptoss,Appliance,kwh_per_cycle:MAE,0.4533846153846154,
after,EXTRACTION,gptoss,HVAC,hvac_age:MAE,9.339360956503814,
after,EXTRACTION,gptoss,HVAC,r_value:MAE,4.411421150278293,
after,EXTRACTION,gptoss,HVAC,seer:MAE,2.2083632240775097,
after,EXTRACTION,gptoss,Shower,gpm:MAE,0.449,
after,EXTRACTION,gptoss,Shower,tank_size:MAE,8.633333333333333,
after,EXTRACTION,gptoss,Shower,water_heater_temp:MAE,4.816666666666666,
after,EXTRACTION,gptoss,Appliance,appliance:accuracy,1.0,
after,EXTRACTION,gptoss,Appliance,baseline_time:accuracy,1.0,
after,EXTRACTION,gptoss,HVAC,occupancy_context:accuracy,0.7376450216450217,
after,EXTRACTION,gptoss,Appliance,kwh_per_cycle:P_change_given_error,0.01361971556594584,
after,EXTRACTION,gptoss,HVAC,hvac_age:P_change_given_error,0.0,
after,EXTRACTION,gptoss,HVAC,occupancy_context:P_change_given_error,0.016666666666666666,
after,EXTRACTION,gptoss,HVAC,r_value:P_change_given_error,0.026054948091422253,
after,EXTRACTION,gptoss,HVAC,seer:P_change_given_error,0.05151378526307624,
after,EXTRACTION,gptoss,Shower,gpm:P_change_given_error,0.27078471580019564,
after,EXTRACTION,gptoss,Shower,tank_size:P_change_given_error,0.005263157894736842,
after,EXTRACTION,gptoss,Shower,water_heater_temp:P_change_given_error,0.04909774436090225,
after,EXTRACTION,qwen,Appliance,kwh_per_cycle:MAE,0.9983076923076923,
after,EXTRACTION,qwen,HVAC,hvac_age:MAE,6.41287784679089,
after,EXTRACTION,qwen,HVAC,r_value:MAE,4.4628778467908905,
after,EXTRACTION,qwen,HVAC,seer:MAE,1.6263768115942028,
after,EXTRACTION,qwen,Shower,gpm:MAE,0.3046666666666667,
after,EXTRACTION,qwen,Shower,tank_size:MAE,8.933333333333334,
after,EXTRACTION,qwen,Shower,water_heater_temp:MAE,4.583333333333333,
after,EXTRACTION,qwen,Appliance,appliance:accuracy,1.0,
after,EXTRACTION,qwen,Appliance,baseline_time:accuracy,0.9969230769230769,
after,EXTRACTION,qwen,HVAC,occupancy_context:accuracy,0.787329192546584,
after,EXTRACTION,qwen,Appliance,baseline_time:P_change_given_error,0.0,
after,EXTRACTION,qwen,Appliance,kwh_per_cycle:P_change_given_error,0.08004493993604701,
after,EXTRACTION,qwen,HVAC,hvac_age:P_change_given_error,0.0,
after,EXTRACTION,qwen,HVAC,occupancy_context:P_change_given_error,0.054285714285714284,
after,EXTRACTION,qwen,HVAC,r_value:P_change_given_error,0.09298772851126173,
after,EXTRACTION,qwen,HVAC,seer:P_change_given_error,0.037153151859034214,
after,EXTRACTION,qwen,Shower,gpm:P_change_given_error,0.25616450216450215,
after,EXTRACTION,qwen,Shower,tank_size:P_change_given_error,0.027786357786357786,
after,EXTRACTION,qwen,Shower,water_heater_temp:P_change_given_error,0.05,
