flip_full,flip_no_clip,flip_no_tank,flip_no_budget,flip_no_round,flip_linear_core,flip_comfort_flat,flip_prac_curve_flat,flip_comfort_and_prac_flat,cross_tank,cross_budget,cross_clip,any_clip_active,tank_hit_any_true,budget_active_any,scenario_id,factor,true_gpm,ref_margin,mechanism
True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,190,0.5,2.5,0.010000000000000009,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,190,0.6,2.5,0.010000000000000009,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,190,0.7,2.5,0.010000000000000009,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,190,0.75,2.5,0.010000000000000009,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,190,0.8,2.5,0.010000000000000009,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,190,0.9,2.5,0.010000000000000009,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,190,1.1,2.5,0.010000000000000009,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,190,1.2,2.5,0.010000000000000009,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,190,1.25,2.5,0.010000000000000009,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,190,1.33,2.5,0.010000000000000009,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,190,1.5,2.5,0.010000000000000009,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,190,1.75,2.5,0.010000000000000009,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,190,2.0,2.5,0.010000000000000009,no_flip
True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,191,0.5,2.5,0.0119999999999999,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,191,0.6,2.5,0.0119999999999999,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,191,0.7,2.5,0.0119999999999999,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,191,0.75,2.5,0.0119999999999999,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,191,0.8,2.5,0.0119999999999999,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,191,0.9,2.5,0.0119999999999999,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,191,1.1,2.5,0.0119999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,191,1.2,2.5,0.0119999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,191,1.25,2.5,0.0119999999999999,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,191,1.33,2.5,0.0119999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,191,1.5,2.5,0.0119999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,191,1.75,2.5,0.0119999999999999,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,191,2.0,2.5,0.0119999999999999,no_flip
True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,192,0.5,2.0,0.0029999999999998916,needs_round
True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,192,0.6,2.0,0.0029999999999998916,needs_round
True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,192,0.7,2.0,0.0029999999999998916,needs_round
True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,192,0.75,2.0,0.0029999999999998916,needs_round
True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,192,0.8,2.0,0.0029999999999998916,needs_round
True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,192,0.9,2.0,0.0029999999999998916,needs_round
False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,192,1.1,2.0,0.0029999999999998916,no_flip
False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,192,1.2,2.0,0.0029999999999998916,no_flip
False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,192,1.25,2.0,0.0029999999999998916,no_flip
False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,192,1.33,2.0,0.0029999999999998916,no_flip
False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,192,1.5,2.0,0.0029999999999998916,no_flip
False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,192,1.75,2.0,0.0029999999999998916,no_flip
False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,192,2.0,2.0,0.0029999999999998916,no_flip
False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,193,0.5,1.5,0.0050000000000000044,no_flip
False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,193,0.6,1.5,0.0050000000000000044,no_flip
False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,193,0.7,1.5,0.0050000000000000044,no_flip
False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,193,0.75,1.5,0.0050000000000000044,no_flip
False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,193,0.8,1.5,0.0050000000000000044,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,193,0.9,1.5,0.0050000000000000044,no_flip
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,193,1.1,1.5,0.0050000000000000044,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,193,1.2,1.5,0.0050000000000000044,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,193,1.25,1.5,0.0050000000000000044,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,193,1.33,1.5,0.0050000000000000044,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,193,1.5,1.5,0.0050000000000000044,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,193,1.75,1.5,0.0050000000000000044,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,193,2.0,1.5,0.0050000000000000044,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,194,0.5,2.0,0.000500000000000167,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,194,0.6,2.0,0.000500000000000167,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,194,0.7,2.0,0.000500000000000167,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,194,0.75,2.0,0.000500000000000167,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,194,0.8,2.0,0.000500000000000167,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,194,0.9,2.0,0.000500000000000167,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,194,1.1,2.0,0.000500000000000167,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,194,1.2,2.0,0.000500000000000167,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,194,1.25,2.0,0.000500000000000167,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,194,1.33,2.0,0.000500000000000167,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,194,1.5,2.0,0.000500000000000167,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,194,1.75,2.0,0.000500000000000167,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,194,2.0,2.0,0.000500000000000167,no_flip
True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,195,0.5,2.0,0.01650000000000007,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,195,0.6,2.0,0.01650000000000007,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,195,0.7,2.0,0.01650000000000007,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,195,0.75,2.0,0.01650000000000007,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,195,0.8,2.0,0.01650000000000007,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,195,0.9,2.0,0.01650000000000007,needs_clip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,195,1.1,2.0,0.01650000000000007,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,195,1.2,2.0,0.01650000000000007,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,195,1.25,2.0,0.01650000000000007,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,195,1.33,2.0,0.01650000000000007,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,195,1.5,2.0,0.01650000000000007,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,195,1.75,2.0,0.01650000000000007,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,195,2.0,2.0,0.01650000000000007,no_flip
