model,run,scenario_id,decision_type,parameter,true,extracted,rel_error,error,cf_top1_change,ref_margin,ah_top1_miss
qwen,2,143,Shower,tank_size,50.0,40.0,-0.2,True,True,0.02100000000000002,True
qwen,2,143,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.02100000000000002,True
qwen,2,144,Shower,gpm,2.5,2.5,0.0,False,False,0.04500000000000015,False
qwen,2,144,Shower,tank_size,80.0,40.0,-0.5,True,False,0.04500000000000015,False
qwen,2,144,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.04500000000000015,False
qwen,2,145,Shower,gpm,3.5,2.5,-0.2857142857142857,True,False,0.17750000000000005,False
qwen,2,145,Shower,tank_size,40.0,40.0,0.0,False,False,0.17750000000000005,False
qwen,2,145,Shower,water_heater_temp,135.0,120.0,-0.1111111111111111,True,False,0.17750000000000005,False
qwen,2,146,Shower,gpm,3.5,2.5,-0.2857142857142857,True,False,0.2695,False
qwen,2,146,Shower,tank_size,60.0,40.0,-0.3333333333333333,True,False,0.2695,False
qwen,2,146,Shower,water_heater_temp,140.0,120.0,-0.14285714285714285,True,False,0.2695,False
qwen,2,147,Shower,gpm,2.5,2.5,0.0,False,False,0.12549999999999994,False
qwen,2,147,Shower,tank_size,60.0,40.0,-0.3333333333333333,True,False,0.12549999999999994,False
qwen,2,147,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.12549999999999994,False
qwen,2,148,Shower,gpm,2.5,2.5,0.0,False,False,0.08050000000000002,False
qwen,2,148,Shower,tank_size,50.0,40.0,-0.2,True,False,0.08050000000000002,False
qwen,2,148,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.08050000000000002,False
qwen,2,149,Shower,gpm,3.5,2.5,-0.2857142857142857,True,False,0.14100000000000001,False
qwen,2,149,Shower,tank_size,50.0,40.0,-0.2,True,False,0.14100000000000001,False
qwen,2,149,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.14100000000000001,False
qwen,2,150,Shower,gpm,3.5,2.5,-0.2857142857142857,True,False,0.2134999999999999,False
qwen,2,150,Shower,tank_size,40.0,40.0,0.0,False,False,0.2134999999999999,False
qwen,2,150,Shower,water_heater_temp,130.0,120.0,-0.07692307692307693,True,False,0.2134999999999999,False
qwen,2,151,Shower,gpm,4.0,2.5,-0.375,True,False,0.0665,False
qwen,2,151,Shower,tank_size,40.0,50.0,0.25,True,False,0.0665,False
qwen,2,151,Shower,water_heater_temp,135.0,120.0,-0.1111111111111111,True,False,0.0665,False
qwen,2,152,Shower,gpm,2.0,2.0,0.0,False,False,0.021500000000000075,False
qwen,2,152,Shower,tank_size,40.0,40.0,0.0,False,False,0.021500000000000075,False
qwen,2,152,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.021500000000000075,False
qwen,2,153,Shower,gpm,4.0,2.5,-0.375,True,False,0.19150000000000003,False
qwen,2,153,Shower,tank_size,50.0,40.0,-0.2,True,False,0.19150000000000003,False
qwen,2,153,Shower,water_heater_temp,140.0,120.0,-0.14285714285714285,True,False,0.19150000000000003,False
qwen,2,154,Shower,gpm,2.0,2.0,0.0,False,False,0.043500000000000094,False
qwen,2,154,Shower,tank_size,30.0,40.0,0.3333333333333333,True,False,0.043500000000000094,False
qwen,2,154,Shower,water_heater_temp,105.0,120.0,0.14285714285714285,True,False,0.043500000000000094,False
qwen,2,155,Shower,gpm,2.5,2.5,0.0,False,False,0.021500000000000075,False
qwen,2,155,Shower,tank_size,40.0,40.0,0.0,False,False,0.021500000000000075,False
qwen,2,155,Shower,water_heater_temp,110.0,120.0,0.09090909090909091,True,False,0.021500000000000075,False
qwen,2,156,Shower,gpm,3.0,2.5,-0.16666666666666666,True,False,0.18099999999999994,False
qwen,2,156,Shower,tank_size,50.0,40.0,-0.2,True,False,0.18099999999999994,False
qwen,2,156,Shower,water_heater_temp,130.0,120.0,-0.07692307692307693,True,False,0.18099999999999994,False
qwen,2,157,Shower,gpm,2.0,2.0,0.0,False,False,0.021500000000000075,False
qwen,2,157,Shower,tank_size,80.0,40.0,-0.5,True,False,0.021500000000000075,False
qwen,2,157,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.021500000000000075,False
qwen,2,158,Shower,gpm,3.5,2.5,-0.2857142857142857,True,False,0.10399999999999993,False
qwen,2,158,Shower,tank_size,50.0,40.0,-0.2,True,False,0.10399999999999993,False
qwen,2,158,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.10399999999999993,False
qwen,2,159,Shower,gpm,3.5,2.5,-0.2857142857142857,True,False,0.09799999999999998,False
qwen,2,159,Shower,tank_size,40.0,40.0,0.0,False,False,0.09799999999999998,False
qwen,2,159,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.09799999999999998,False
qwen,2,160,Shower,gpm,4.0,2.5,-0.375,True,False,0.1459999999999999,False
qwen,2,160,Shower,tank_size,65.0,40.0,-0.38461538461538464,True,False,0.1459999999999999,False
qwen,2,160,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.1459999999999999,False
qwen,2,161,Shower,gpm,2.0,2.0,0.0,False,False,0.04799999999999982,False
qwen,2,161,Shower,tank_size,50.0,40.0,-0.2,True,False,0.04799999999999982,False
qwen,2,161,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.04799999999999982,False
qwen,2,162,Shower,gpm,2.5,2.5,0.0,False,False,0.12350000000000005,False
qwen,2,162,Shower,tank_size,40.0,40.0,0.0,False,False,0.12350000000000005,False
qwen,2,162,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.12350000000000005,False
qwen,2,163,Shower,gpm,2.0,2.0,0.0,False,False,0.1499999999999999,False
qwen,2,163,Shower,tank_size,60.0,40.0,-0.3333333333333333,True,False,0.1499999999999999,False
qwen,2,163,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.1499999999999999,False
qwen,2,164,Shower,gpm,2.5,2.5,0.0,False,False,0.009999999999999898,False
qwen,2,164,Shower,tank_size,40.0,40.0,0.0,False,False,0.009999999999999898,False
qwen,2,164,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.009999999999999898,False
qwen,2,165,Shower,gpm,2.0,2.0,0.0,False,False,0.08600000000000008,False
qwen,2,165,Shower,tank_size,50.0,40.0,-0.2,True,False,0.08600000000000008,False
qwen,2,165,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.08600000000000008,False
qwen,2,166,Shower,gpm,2.0,2.0,0.0,False,False,0.012500000000000067,False
qwen,2,166,Shower,tank_size,40.0,40.0,0.0,False,False,0.012500000000000067,False
qwen,2,166,Shower,water_heater_temp,105.0,120.0,0.14285714285714285,True,False,0.012500000000000067,False
qwen,2,167,Shower,gpm,2.5,2.5,0.0,False,False,0.061999999999999944,False
qwen,2,167,Shower,tank_size,50.0,40.0,-0.2,True,False,0.061999999999999944,False
qwen,2,167,Shower,water_heater_temp,105.0,120.0,0.14285714285714285,True,False,0.061999999999999944,False
qwen,2,168,Shower,gpm,2.0,2.0,0.0,False,False,0.01750000000000007,False
qwen,2,168,Shower,tank_size,40.0,40.0,0.0,False,False,0.01750000000000007,False
qwen,2,168,Shower,water_heater_temp,110.0,120.0,0.09090909090909091,True,False,0.01750000000000007,False
qwen,2,169,Shower,gpm,2.5,2.5,0.0,False,False,0.018000000000000016,False
qwen,2,169,Shower,tank_size,50.0,50.0,0.0,False,False,0.018000000000000016,False
qwen,2,169,Shower,water_heater_temp,130.0,120.0,-0.07692307692307693,True,False,0.018000000000000016,False
qwen,2,170,Shower,gpm,2.5,2.5,0.0,False,False,0.06800000000000006,False
qwen,2,170,Shower,tank_size,60.0,40.0,-0.3333333333333333,True,False,0.06800000000000006,False
qwen,2,170,Shower,water_heater_temp,140.0,120.0,-0.14285714285714285,True,False,0.06800000000000006,False
qwen,2,171,Shower,gpm,2.5,2.5,0.0,False,False,0.05300000000000005,False
qwen,2,171,Shower,tank_size,40.0,40.0,0.0,False,False,0.05300000000000005,False
qwen,2,171,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.05300000000000005,False
qwen,2,172,Shower,gpm,3.0,2.5,-0.16666666666666666,True,False,0.06750000000000012,False
qwen,2,172,Shower,tank_size,40.0,40.0,0.0,False,False,0.06750000000000012,False
qwen,2,172,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.06750000000000012,False
qwen,2,173,Shower,gpm,2.5,2.5,0.0,False,False,0.06099999999999983,False
qwen,2,173,Shower,tank_size,50.0,40.0,-0.2,True,False,0.06099999999999983,False
qwen,2,173,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.06099999999999983,False
qwen,2,174,Shower,gpm,2.0,2.0,0.0,False,False,0.03649999999999998,False
qwen,2,174,Shower,tank_size,50.0,40.0,-0.2,True,False,0.03649999999999998,False
qwen,2,174,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.03649999999999998,False
qwen,2,175,Shower,gpm,2.5,2.5,0.0,False,False,0.05900000000000005,False
qwen,2,175,Shower,tank_size,60.0,40.0,-0.3333333333333333,True,False,0.05900000000000005,False
qwen,2,175,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.05900000000000005,False
qwen,2,176,Shower,gpm,2.5,2.5,0.0,False,False,0.07899999999999985,False
qwen,2,176,Shower,tank_size,50.0,40.0,-0.2,True,False,0.07899999999999985,False
qwen,2,176,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.07899999999999985,False
qwen,2,177,Shower,gpm,2.0,2.0,0.0,False,False,0.008499999999999952,False
qwen,2,177,Shower,tank_size,40.0,40.0,0.0,False,False,0.008499999999999952,False
qwen,2,177,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.008499999999999952,False
qwen,2,178,Shower,gpm,2.5,2.5,0.0,False,False,0.07899999999999985,False
qwen,2,178,Shower,tank_size,50.0,40.0,-0.2,True,False,0.07899999999999985,False
qwen,2,178,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.07899999999999985,False
qwen,2,179,Shower,gpm,2.5,2.5,0.0,False,False,0.04300000000000015,False
qwen,2,179,Shower,tank_size,50.0,40.0,-0.2,True,False,0.04300000000000015,False
qwen,2,179,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.04300000000000015,False
qwen,2,180,Shower,gpm,3.0,2.5,-0.16666666666666666,True,False,0.11149999999999993,False
qwen,2,180,Shower,tank_size,40.0,40.0,0.0,False,False,0.11149999999999993,False
qwen,2,180,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.11149999999999993,False
qwen,2,181,Shower,gpm,4.0,5.0,0.25,True,False,0.1419999999999999,False
qwen,2,181,Shower,tank_size,65.0,40.0,-0.38461538461538464,True,False,0.1419999999999999,False
qwen,2,181,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.1419999999999999,False
qwen,2,182,Shower,gpm,2.0,2.0,0.0,False,False,0.10200000000000009,False
qwen,2,182,Shower,tank_size,50.0,40.0,-0.2,True,False,0.10200000000000009,False
qwen,2,182,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.10200000000000009,False
qwen,2,183,Shower,gpm,2.5,2.2,-0.11999999999999993,True,False,0.2859999999999999,False
qwen,2,183,Shower,tank_size,40.0,40.0,0.0,False,False,0.2859999999999999,False
qwen,2,183,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.2859999999999999,False
qwen,2,184,Shower,gpm,2.0,2.0,0.0,False,False,0.03749999999999998,False
qwen,2,184,Shower,tank_size,50.0,40.0,-0.2,True,False,0.03749999999999998,False
qwen,2,184,Shower,water_heater_temp,105.0,120.0,0.14285714285714285,True,False,0.03749999999999998,False
qwen,2,185,Shower,gpm,2.5,2.5,0.0,False,False,0.015000000000000013,False
qwen,2,185,Shower,tank_size,40.0,40.0,0.0,False,False,0.015000000000000013,False
qwen,2,185,Shower,water_heater_temp,135.0,120.0,-0.1111111111111111,True,False,0.015000000000000013,False
qwen,2,186,Shower,gpm,2.5,2.5,0.0,False,False,0.009999999999999898,False
qwen,2,186,Shower,tank_size,30.0,40.0,0.3333333333333333,True,False,0.009999999999999898,False
qwen,2,186,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.009999999999999898,False
qwen,2,187,Shower,gpm,2.5,2.5,0.0,False,False,0.05900000000000005,False
qwen,2,187,Shower,tank_size,80.0,40.0,-0.5,True,False,0.05900000000000005,False
qwen,2,187,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.05900000000000005,False
qwen,2,188,Shower,gpm,2.0,2.0,0.0,False,False,0.008499999999999952,False
qwen,2,188,Shower,tank_size,40.0,40.0,0.0,False,False,0.008499999999999952,False
qwen,2,188,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.008499999999999952,False
qwen,2,189,Shower,gpm,2.0,2.0,0.0,False,False,0.012000000000000122,False
qwen,2,189,Shower,tank_size,40.0,40.0,0.0,False,False,0.012000000000000122,False
qwen,2,189,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.012000000000000122,False
qwen,2,190,Shower,gpm,2.5,2.5,0.0,False,False,0.010000000000000009,False
qwen,2,190,Shower,tank_size,50.0,40.0,-0.2,True,False,0.010000000000000009,False
qwen,2,190,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.010000000000000009,False
qwen,2,191,Shower,gpm,2.5,2.5,0.0,False,False,0.0119999999999999,False
qwen,2,191,Shower,tank_size,50.0,40.0,-0.2,True,False,0.0119999999999999,False
qwen,2,191,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.0119999999999999,False
qwen,2,192,Shower,gpm,2.0,2.0,0.0,False,False,0.0029999999999998916,False
qwen,2,192,Shower,tank_size,40.0,40.0,0.0,False,False,0.0029999999999998916,False
qwen,2,192,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.0029999999999998916,False
qwen,2,193,Shower,gpm,1.5,2.0,0.3333333333333333,True,True,0.0050000000000000044,True
qwen,2,193,Shower,tank_size,30.0,40.0,0.3333333333333333,True,False,0.0050000000000000044,True
qwen,2,193,Shower,water_heater_temp,105.0,120.0,0.14285714285714285,True,True,0.0050000000000000044,True
qwen,2,194,Shower,gpm,2.0,2.0,0.0,False,False,0.000500000000000167,False
qwen,2,194,Shower,tank_size,30.0,40.0,0.3333333333333333,True,False,0.000500000000000167,False
qwen,2,194,Shower,water_heater_temp,110.0,120.0,0.09090909090909091,True,False,0.000500000000000167,False
qwen,2,195,Shower,gpm,2.0,2.0,0.0,False,False,0.01650000000000007,False
qwen,2,195,Shower,tank_size,40.0,40.0,0.0,False,False,0.01650000000000007,False
qwen,2,195,Shower,water_heater_temp,120.0,120.0,0.0,False,False,0.01650000000000007,False
qwen,3,1,HVAC,r_value,22.0,19.0,-0.13636363636363635,True,False,0.04699999999999993,False
qwen,3,1,HVAC,seer,13.0,13.0,0.0,False,False,0.04699999999999993,False
qwen,3,1,HVAC,hvac_age,20.0,25.0,0.25,True,False,0.04699999999999993,False
qwen,3,1,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.04699999999999993,False
qwen,3,2,HVAC,r_value,23.0,19.0,-0.17391304347826086,True,False,0.0040000000000000036,False
qwen,3,2,HVAC,seer,13.0,13.0,0.0,False,False,0.0040000000000000036,False
qwen,3,2,HVAC,hvac_age,20.0,15.0,-0.25,True,False,0.0040000000000000036,False
qwen,3,2,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.0040000000000000036,False
qwen,3,3,HVAC,r_value,14.0,11.0,-0.21428571428571427,True,False,0.020000000000000018,False
qwen,3,3,HVAC,seer,11.0,13.0,0.18181818181818182,True,False,0.020000000000000018,False
qwen,3,3,HVAC,hvac_age,30.0,25.0,-0.16666666666666666,True,False,0.020000000000000018,False
qwen,3,3,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.020000000000000018,False
qwen,3,4,HVAC,r_value,15.0,12.0,-0.2,True,False,0.01200000000000001,False
qwen,3,4,HVAC,seer,11.0,13.0,0.18181818181818182,True,False,0.01200000000000001,False
qwen,3,4,HVAC,hvac_age,30.0,25.0,-0.16666666666666666,True,False,0.01200000000000001,False
qwen,3,4,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.01200000000000001,False
qwen,3,5,HVAC,r_value,22.0,19.0,-0.13636363636363635,True,False,0.03149999999999997,False
qwen,3,5,HVAC,seer,10.0,13.0,0.3,True,False,0.03149999999999997,False
qwen,3,5,HVAC,hvac_age,35.0,15.0,-0.5714285714285714,True,False,0.03149999999999997,False
qwen,3,5,HVAC,occupancy_context,unoccupied_8hr,unoccupied_8,,False,False,0.03149999999999997,False
qwen,3,6,HVAC,r_value,10.0,3.0,-0.7,True,True,0.03400000000000003,True
qwen,3,6,HVAC,seer,9.0,10.0,0.1111111111111111,True,False,0.03400000000000003,True
qwen,3,6,HVAC,hvac_age,40.0,45.0,0.125,True,False,0.03400000000000003,True
qwen,3,6,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.03400000000000003,True
qwen,3,7,HVAC,r_value,8.0,12.0,0.5,True,False,0.024500000000000077,False
qwen,3,7,HVAC,seer,9.0,10.0,0.1111111111111111,True,False,0.024500000000000077,False
qwen,3,7,HVAC,hvac_age,40.0,25.0,-0.375,True,False,0.024500000000000077,False
qwen,3,7,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.024500000000000077,False
qwen,3,8,HVAC,r_value,21.0,13.0,-0.38095238095238093,True,False,0.02749999999999997,False
qwen,3,8,HVAC,seer,13.0,14.0,0.07692307692307693,True,False,0.02749999999999997,False
qwen,3,8,HVAC,hvac_age,23.0,15.0,-0.34782608695652173,True,False,0.02749999999999997,False
qwen,3,8,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.02749999999999997,False
qwen,3,9,HVAC,r_value,22.0,19.0,-0.13636363636363635,True,False,0.031000000000000028,False
qwen,3,9,HVAC,seer,13.0,13.0,0.0,False,False,0.031000000000000028,False
qwen,3,9,HVAC,hvac_age,23.0,15.0,-0.34782608695652173,True,False,0.031000000000000028,False
qwen,3,9,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.031000000000000028,False
qwen,3,10,HVAC,r_value,23.0,19.0,-0.17391304347826086,True,False,0.014000000000000012,False
qwen,3,10,HVAC,seer,16.0,14.0,-0.125,True,False,0.014000000000000012,False
qwen,3,10,HVAC,hvac_age,12.0,18.0,0.5,True,False,0.014000000000000012,False
qwen,3,10,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.014000000000000012,False
qwen,3,11,HVAC,r_value,16.0,13.0,-0.1875,True,False,0.03749999999999987,False
qwen,3,11,HVAC,seer,16.0,14.0,-0.125,True,False,0.03749999999999987,False
qwen,3,11,HVAC,hvac_age,5.0,5.0,0.0,False,False,0.03749999999999987,False
qwen,3,11,HVAC,occupancy_context,unoccupied_8hr,unoccupied_8,,False,False,0.03749999999999987,False
qwen,3,12,HVAC,r_value,17.0,13.0,-0.23529411764705882,True,False,0.02400000000000002,False
qwen,3,12,HVAC,seer,16.0,15.0,-0.0625,True,False,0.02400000000000002,False
qwen,3,12,HVAC,hvac_age,5.0,5.0,0.0,False,False,0.02400000000000002,False
qwen,3,12,HVAC,occupancy_context,unoccupied_8hr,unoccupied_24,,True,False,0.02400000000000002,False
qwen,3,13,HVAC,r_value,11.0,2.5,-0.7727272727272727,True,False,0.044499999999999984,False
qwen,3,13,HVAC,seer,18.0,13.0,-0.2777777777777778,True,False,0.044499999999999984,False
qwen,3,13,HVAC,hvac_age,1.0,3.0,2.0,True,False,0.044499999999999984,False
qwen,3,13,HVAC,occupancy_context,unoccupied_12hr,unoccupied_12,,False,False,0.044499999999999984,False
qwen,3,14,HVAC,r_value,23.0,19.0,-0.17391304347826086,True,False,0.03149999999999997,False
qwen,3,14,HVAC,seer,18.0,15.0,-0.16666666666666666,True,False,0.03149999999999997,False
qwen,3,14,HVAC,hvac_age,2.0,3.0,0.5,True,False,0.03149999999999997,False
qwen,3,14,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.03149999999999997,False
qwen,3,15,HVAC,r_value,12.0,3.0,-0.75,True,True,0.030500000000000083,True
qwen,3,15,HVAC,seer,17.0,13.0,-0.23529411764705882,True,False,0.030500000000000083,True
qwen,3,15,HVAC,hvac_age,4.0,5.0,0.25,True,False,0.030500000000000083,True
qwen,3,15,HVAC,occupancy_context,unoccupied_4hr,occupied_all_day,,True,False,0.030500000000000083,True
qwen,3,16,HVAC,r_value,10.0,15.0,0.5,True,False,0.009000000000000008,False
qwen,3,16,HVAC,seer,17.0,13.0,-0.23529411764705882,True,False,0.009000000000000008,False
qwen,3,16,HVAC,hvac_age,4.0,5.0,0.25,True,False,0.009000000000000008,False
qwen,3,16,HVAC,occupancy_context,unoccupied_4hr,unoccupied_4,,False,False,0.009000000000000008,False
qwen,3,17,HVAC,r_value,15.0,13.0,-0.13333333333333333,True,False,0.0025000000000000577,False
qwen,3,17,HVAC,seer,16.0,14.0,-0.125,True,False,0.0025000000000000577,False
qwen,3,17,HVAC,hvac_age,7.0,8.0,0.14285714285714285,True,False,0.0025000000000000577,False
qwen,3,17,HVAC,occupancy_context,unoccupied_8hr,unoccupied_8,,False,False,0.0025000000000000577,False
qwen,3,18,HVAC,r_value,11.0,15.0,0.36363636363636365,True,False,0.051000000000000045,False
qwen,3,18,HVAC,seer,15.0,13.0,-0.13333333333333333,True,False,0.051000000000000045,False
qwen,3,18,HVAC,hvac_age,9.0,8.0,-0.1111111111111111,True,False,0.051000000000000045,False
qwen,3,18,HVAC,occupancy_context,unoccupied_8hr,unoccupied_24,,True,False,0.051000000000000045,False
qwen,3,19,HVAC,r_value,24.0,19.0,-0.20833333333333334,True,False,0.015000000000000124,False
qwen,3,19,HVAC,seer,16.0,14.0,-0.125,True,False,0.015000000000000124,False
qwen,3,19,HVAC,hvac_age,11.0,8.0,-0.2727272727272727,True,False,0.015000000000000124,False
qwen,3,19,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.015000000000000124,False
qwen,3,20,HVAC,r_value,15.0,13.0,-0.13333333333333333,True,False,0.03200000000000003,False
qwen,3,20,HVAC,seer,15.0,14.0,-0.06666666666666667,True,False,0.03200000000000003,False
qwen,3,20,HVAC,hvac_age,12.0,12.0,0.0,False,False,0.03200000000000003,False
qwen,3,20,HVAC,occupancy_context,unoccupied_4hr,unoccupied_2,,True,False,0.03200000000000003,False
qwen,3,21,HVAC,r_value,10.0,15.0,0.5,True,False,0.015000000000000013,False
qwen,3,21,HVAC,seer,14.0,13.0,-0.07142857142857142,True,False,0.015000000000000013,False
qwen,3,21,HVAC,hvac_age,16.0,12.0,-0.25,True,False,0.015000000000000013,False
qwen,3,21,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.015000000000000013,False
qwen,3,22,HVAC,r_value,16.0,12.0,-0.25,True,False,0.012500000000000067,False
qwen,3,22,HVAC,seer,14.0,13.0,-0.07142857142857142,True,False,0.012500000000000067,False
qwen,3,22,HVAC,hvac_age,19.0,18.0,-0.05263157894736842,True,False,0.012500000000000067,False
qwen,3,22,HVAC,occupancy_context,standard,occupied_all_day,,False,False,0.012500000000000067,False
qwen,3,23,HVAC,r_value,17.0,12.0,-0.29411764705882354,True,False,0.038000000000000034,False
qwen,3,23,HVAC,seer,14.0,13.0,-0.07142857142857142,True,False,0.038000000000000034,False
qwen,3,23,HVAC,hvac_age,19.0,18.0,-0.05263157894736842,True,False,0.038000000000000034,False
qwen,3,23,HVAC,occupancy_context,standard,occupied_all_day,,False,False,0.038000000000000034,False
qwen,3,24,HVAC,r_value,11.0,3.5,-0.6818181818181818,True,True,0.01650000000000007,True
qwen,3,24,HVAC,seer,12.0,13.0,0.08333333333333333,True,False,0.01650000000000007,True
qwen,3,24,HVAC,hvac_age,25.0,15.0,-0.4,True,False,0.01650000000000007,True
qwen,3,24,HVAC,occupancy_context,standard,occupied_all_day,,False,False,0.01650000000000007,True
qwen,3,25,HVAC,r_value,16.0,13.0,-0.1875,True,False,0.008499999999999952,False
qwen,3,25,HVAC,seer,12.0,13.0,0.08333333333333333,True,False,0.008499999999999952,False
qwen,3,25,HVAC,hvac_age,26.0,25.0,-0.038461538461538464,True,False,0.008499999999999952,False
qwen,3,25,HVAC,occupancy_context,standard,occupied_all_day,,False,False,0.008499999999999952,False
qwen,3,26,HVAC,r_value,10.0,3.0,-0.7,True,False,0.020000000000000018,False
qwen,3,26,HVAC,seer,11.0,10.0,-0.09090909090909091,True,False,0.020000000000000018,False
qwen,3,26,HVAC,hvac_age,30.0,15.0,-0.5,True,False,0.020000000000000018,False
qwen,3,26,HVAC,occupancy_context,standard,occupied_all_day,,False,False,0.020000000000000018,False
qwen,3,27,HVAC,r_value,14.0,13.0,-0.07142857142857142,True,False,0.010500000000000065,False
qwen,3,27,HVAC,seer,8.0,13.0,0.625,True,False,0.010500000000000065,False
qwen,3,27,HVAC,hvac_age,95.0,25.0,-0.7368421052631579,True,False,0.010500000000000065,False
qwen,3,27,HVAC,occupancy_context,overnight_sleep,occupied_sleep,,False,False,0.010500000000000065,False
qwen,3,28,HVAC,r_value,9.0,12.0,0.3333333333333333,True,False,0.025500000000000023,True
qwen,3,28,HVAC,seer,9.0,10.0,0.1111111111111111,True,False,0.025500000000000023,True
qwen,3,28,HVAC,hvac_age,35.0,25.0,-0.2857142857142857,True,False,0.025500000000000023,True
qwen,3,28,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.025500000000000023,True
qwen,3,29,HVAC,r_value,9.0,3.5,-0.6111111111111112,True,False,0.043999999999999956,False
qwen,3,29,HVAC,seer,10.0,13.0,0.3,True,False,0.043999999999999956,False
qwen,3,29,HVAC,hvac_age,30.0,15.0,-0.5,True,False,0.043999999999999956,False
qwen,3,29,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.043999999999999956,False
qwen,3,30,HVAC,r_value,17.0,13.0,-0.23529411764705882,True,False,0.014000000000000012,False
qwen,3,30,HVAC,seer,13.0,13.0,0.0,False,False,0.014000000000000012,False
qwen,3,30,HVAC,hvac_age,18.0,18.0,0.0,False,False,0.014000000000000012,False
qwen,3,30,HVAC,occupancy_context,unoccupied_4hr,occupied_all_day,,True,False,0.014000000000000012,False
qwen,3,31,HVAC,r_value,23.0,13.0,-0.43478260869565216,True,False,0.0714999999999999,False
qwen,3,31,HVAC,seer,16.0,16.0,0.0,False,False,0.0714999999999999,False
qwen,3,31,HVAC,hvac_age,8.0,5.0,-0.375,True,False,0.0714999999999999,False
qwen,3,31,HVAC,occupancy_context,unoccupied_4hr,unoccupied_3,,True,False,0.0714999999999999,False
qwen,3,32,HVAC,r_value,9.0,12.0,0.3333333333333333,True,False,0.00550000000000006,False
qwen,3,32,HVAC,seer,11.0,10.0,-0.09090909090909091,True,False,0.00550000000000006,False
qwen,3,32,HVAC,hvac_age,25.0,15.0,-0.4,True,False,0.00550000000000006,False
qwen,3,32,HVAC,occupancy_context,occupied_all_day,occupied_all_day,,False,False,0.00550000000000006,False
qwen,3,33,HVAC,r_value,11.0,3.0,-0.7272727272727273,True,False,0.014000000000000012,True
qwen,3,33,HVAC,seer,11.0,10.0,-0.09090909090909091,True,False,0.014000000000000012,True
qwen,3,33,HVAC,hvac_age,28.0,15.0,-0.4642857142857143,True,False,0.014000000000000012,True
qwen,3,33,HVAC,occupancy_context,unoccupied_12hr,unoccupied_24,,True,False,0.014000000000000012,True
qwen,3,34,HVAC,r_value,16.0,13.0,-0.1875,True,False,0.011500000000000066,False
qwen,3,34,HVAC,seer,10.0,13.0,0.3,True,False,0.011500000000000066,False
qwen,3,34,HVAC,hvac_age,28.0,25.0,-0.10714285714285714,True,False,0.011500000000000066,False
