model,run,scenario_id,decision_type,param,true,llm,lu,fd,corpus,llm_match,lu_match,fd_match
gptoss,05,185,Shower,tank_size,40.0,50.0,50.0,50.0,40.0,,,
gptoss,05,185,Shower,water_heater_temp,135.0,120.0,120.0,120.0,120.0,,,
gptoss,05,186,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gptoss,05,186,Shower,tank_size,30.0,50.0,50.0,50.0,60.0,,,
gptoss,05,186,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gptoss,05,187,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gptoss,05,187,Shower,tank_size,80.0,50.0,50.0,50.0,45.0,,,
gptoss,05,187,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gptoss,05,188,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gptoss,05,188,Shower,tank_size,40.0,50.0,50.0,50.0,40.0,,,
gptoss,05,188,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gptoss,05,189,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gptoss,05,189,Shower,tank_size,40.0,50.0,50.0,50.0,40.0,,,
gptoss,05,189,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gptoss,05,190,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gptoss,05,190,Shower,tank_size,50.0,50.0,50.0,50.0,50.0,,,
gptoss,05,190,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gptoss,05,191,Shower,gpm,2.5,2.5,2.5,2.5,2.5,,,
gptoss,05,191,Shower,tank_size,50.0,50.0,50.0,50.0,50.0,,,
gptoss,05,191,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gptoss,05,192,Shower,gpm,2.0,2.5,1.5,2.5,2.0,,,
gptoss,05,192,Shower,tank_size,40.0,50.0,50.0,50.0,40.0,,,
gptoss,05,192,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
gptoss,05,193,Shower,gpm,1.5,1.5,1.5,2.5,2.0,,,
gptoss,05,193,Shower,tank_size,30.0,20.0,50.0,50.0,30.0,,,
gptoss,05,193,Shower,water_heater_temp,105.0,120.0,120.0,120.0,120.0,,,
gptoss,05,194,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gptoss,05,194,Shower,tank_size,30.0,50.0,50.0,50.0,30.0,,,
gptoss,05,194,Shower,water_heater_temp,110.0,120.0,120.0,120.0,120.0,,,
gptoss,05,195,Shower,gpm,2.0,1.5,1.5,2.5,2.0,,,
gptoss,05,195,Shower,tank_size,40.0,50.0,50.0,50.0,40.0,,,
gptoss,05,195,Shower,water_heater_temp,120.0,120.0,120.0,120.0,120.0,,,
qwen,01,1,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
qwen,01,1,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
qwen,01,1,HVAC,hvac_age,20.0,15.0,25.5,13.0,21.0,,,
qwen,01,1,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,2,HVAC,r_value,23.0,19.0,21.5,15.0,22.0,,,
qwen,01,2,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
qwen,01,2,HVAC,hvac_age,20.0,25.0,25.5,13.0,21.0,,,
qwen,01,2,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,3,HVAC,r_value,14.0,11.0,15.5,15.0,16.0,,,
qwen,01,3,HVAC,seer,11.0,13.0,9.0,13.0,13.0,,,
qwen,01,3,HVAC,hvac_age,30.0,25.0,35.5,13.0,26.0,,,
qwen,01,3,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,4,HVAC,r_value,15.0,13.0,15.5,15.0,16.0,,,
qwen,01,4,HVAC,seer,11.0,13.0,9.0,13.0,13.0,,,
qwen,01,4,HVAC,hvac_age,30.0,25.0,35.5,13.0,26.0,,,
qwen,01,4,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,5,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
qwen,01,5,HVAC,seer,10.0,13.0,9.0,13.0,13.0,,,
qwen,01,5,HVAC,hvac_age,35.0,35.0,45.5,13.0,16.0,,,
qwen,01,5,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,6,HVAC,r_value,10.0,15.0,10.0,15.0,9.0,,,
qwen,01,6,HVAC,seer,9.0,10.0,9.0,13.0,13.0,,,
qwen,01,6,HVAC,hvac_age,40.0,25.0,45.5,13.0,16.0,,,
qwen,01,6,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,7,HVAC,r_value,8.0,12.0,10.0,15.0,9.0,,,
qwen,01,7,HVAC,seer,9.0,10.0,9.0,13.0,13.0,,,
qwen,01,7,HVAC,hvac_age,40.0,35.0,45.5,13.0,16.0,,,
qwen,01,7,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,8,HVAC,r_value,21.0,19.0,21.5,15.0,22.0,,,
qwen,01,8,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
qwen,01,8,HVAC,hvac_age,23.0,15.0,25.5,13.0,21.0,,,
qwen,01,8,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,9,HVAC,r_value,22.0,13.0,21.5,15.0,22.0,,,
qwen,01,9,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
qwen,01,9,HVAC,hvac_age,23.0,15.0,25.5,13.0,21.0,,,
qwen,01,9,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,10,HVAC,r_value,23.0,19.0,21.5,15.0,22.0,,,
qwen,01,10,HVAC,seer,16.0,13.0,13.0,13.0,14.0,,,
qwen,01,10,HVAC,hvac_age,12.0,18.0,18.0,13.0,15.0,,,
qwen,01,10,HVAC,occupancy_context,,,,,,False,True,True
qwen,01,11,HVAC,r_value,16.0,13.0,15.5,15.0,16.0,,,
qwen,01,11,HVAC,seer,16.0,15.0,14.0,13.0,16.0,,,
qwen,01,11,HVAC,hvac_age,5.0,5.0,3.0,13.0,5.0,,,
qwen,01,11,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,12,HVAC,r_value,17.0,13.0,15.5,15.0,16.0,,,
qwen,01,12,HVAC,seer,16.0,14.0,14.0,13.0,16.0,,,
qwen,01,12,HVAC,hvac_age,5.0,3.0,3.0,13.0,5.0,,,
qwen,01,12,HVAC,occupancy_context,,,,,,False,True,False
qwen,01,13,HVAC,r_value,11.0,10.0,10.0,15.0,9.0,,,
qwen,01,13,HVAC,seer,18.0,13.0,14.0,13.0,16.0,,,
qwen,01,13,HVAC,hvac_age,1.0,5.0,3.0,13.0,5.0,,,
qwen,01,13,HVAC,occupancy_context,,,,,,True,False,False
qwen,01,14,HVAC,r_value,23.0,13.0,21.5,15.0,22.0,,,
qwen,01,14,HVAC,seer,18.0,15.0,14.0,13.0,16.0,,,
qwen,01,14,HVAC,hvac_age,2.0,3.0,3.0,13.0,5.0,,,
qwen,01,14,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,15,HVAC,r_value,12.0,3.0,10.0,15.0,9.0,,,
qwen,01,15,HVAC,seer,17.0,13.0,14.0,13.0,16.0,,,
qwen,01,15,HVAC,hvac_age,4.0,5.0,3.0,13.0,5.0,,,
qwen,01,15,HVAC,occupancy_context,,,,,,False,True,False
qwen,01,16,HVAC,r_value,10.0,10.0,10.0,15.0,9.0,,,
qwen,01,16,HVAC,seer,17.0,10.0,14.0,13.0,16.0,,,
qwen,01,16,HVAC,hvac_age,4.0,5.0,3.0,13.0,5.0,,,
qwen,01,16,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,17,HVAC,r_value,15.0,13.0,15.5,15.0,16.0,,,
qwen,01,17,HVAC,seer,16.0,13.0,13.0,13.0,16.0,,,
qwen,01,17,HVAC,hvac_age,7.0,7.0,8.0,13.0,5.0,,,
qwen,01,17,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,18,HVAC,r_value,11.0,3.5,10.0,15.0,9.0,,,
qwen,01,18,HVAC,seer,15.0,13.0,13.0,13.0,16.0,,,
qwen,01,18,HVAC,hvac_age,9.0,8.0,8.0,13.0,5.0,,,
qwen,01,18,HVAC,occupancy_context,,,,,,False,True,False
qwen,01,19,HVAC,r_value,24.0,13.0,21.5,15.0,22.0,,,
qwen,01,19,HVAC,seer,16.0,14.0,13.0,13.0,16.0,,,
qwen,01,19,HVAC,hvac_age,11.0,8.0,8.0,13.0,5.0,,,
qwen,01,19,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,20,HVAC,r_value,15.0,11.0,15.5,15.0,16.0,,,
qwen,01,20,HVAC,seer,15.0,13.0,13.0,13.0,15.0,,,
qwen,01,20,HVAC,hvac_age,12.0,10.0,13.0,13.0,10.0,,,
qwen,01,20,HVAC,occupancy_context,,,,,,False,True,False
qwen,01,21,HVAC,r_value,10.0,12.0,10.0,15.0,9.0,,,
qwen,01,21,HVAC,seer,14.0,13.0,13.0,13.0,15.0,,,
qwen,01,21,HVAC,hvac_age,16.0,12.0,13.0,13.0,10.0,,,
qwen,01,21,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,22,HVAC,r_value,16.0,11.0,15.5,15.0,16.0,,,
qwen,01,22,HVAC,seer,14.0,13.0,13.0,13.0,14.0,,,
qwen,01,22,HVAC,hvac_age,19.0,18.0,18.0,13.0,15.0,,,
qwen,01,22,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,23,HVAC,r_value,17.0,12.0,15.5,15.0,16.0,,,
qwen,01,23,HVAC,seer,14.0,13.0,13.0,13.0,14.0,,,
qwen,01,23,HVAC,hvac_age,19.0,18.0,18.0,13.0,15.0,,,
qwen,01,23,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,24,HVAC,r_value,11.0,3.0,10.0,15.0,9.0,,,
qwen,01,24,HVAC,seer,12.0,10.0,10.0,13.0,13.0,,,
qwen,01,24,HVAC,hvac_age,25.0,15.0,25.5,13.0,21.0,,,
qwen,01,24,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,25,HVAC,r_value,16.0,12.0,15.5,15.0,16.0,,,
qwen,01,25,HVAC,seer,12.0,13.0,10.0,13.0,13.0,,,
qwen,01,25,HVAC,hvac_age,26.0,25.0,25.5,13.0,21.0,,,
qwen,01,25,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,26,HVAC,r_value,10.0,12.0,10.0,15.0,9.0,,,
qwen,01,26,HVAC,seer,11.0,9.0,10.0,13.0,13.0,,,
qwen,01,26,HVAC,hvac_age,30.0,25.0,25.5,13.0,21.0,,,
qwen,01,26,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,27,HVAC,r_value,14.0,19.0,15.5,15.0,16.0,,,
qwen,01,27,HVAC,seer,8.0,13.0,9.0,13.0,12.0,,,
qwen,01,27,HVAC,hvac_age,95.0,25.0,60.0,13.0,18.0,,,
qwen,01,27,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,28,HVAC,r_value,9.0,19.0,10.0,15.0,9.0,,,
qwen,01,28,HVAC,seer,9.0,10.0,9.0,13.0,13.0,,,
qwen,01,28,HVAC,hvac_age,35.0,25.0,35.5,13.0,26.0,,,
qwen,01,28,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,29,HVAC,r_value,9.0,3.0,10.0,15.0,9.0,,,
qwen,01,29,HVAC,seer,10.0,10.0,9.0,13.0,13.0,,,
qwen,01,29,HVAC,hvac_age,30.0,15.0,35.5,13.0,26.0,,,
qwen,01,29,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,30,HVAC,r_value,17.0,12.0,15.5,15.0,16.0,,,
qwen,01,30,HVAC,seer,13.0,14.0,13.0,13.0,14.0,,,
qwen,01,30,HVAC,hvac_age,18.0,18.0,18.0,13.0,15.0,,,
qwen,01,30,HVAC,occupancy_context,,,,,,False,True,False
qwen,01,31,HVAC,r_value,23.0,13.0,21.5,15.0,22.0,,,
qwen,01,31,HVAC,seer,16.0,14.0,13.0,13.0,16.0,,,
qwen,01,31,HVAC,hvac_age,8.0,5.0,8.0,13.0,5.0,,,
qwen,01,31,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,32,HVAC,r_value,9.0,15.0,10.0,15.0,9.0,,,
qwen,01,32,HVAC,seer,11.0,10.0,10.0,13.0,13.0,,,
qwen,01,32,HVAC,hvac_age,25.0,15.0,25.5,13.0,21.0,,,
qwen,01,32,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,33,HVAC,r_value,11.0,15.0,10.0,15.0,9.0,,,
qwen,01,33,HVAC,seer,11.0,10.0,10.0,13.0,13.0,,,
qwen,01,33,HVAC,hvac_age,28.0,15.0,25.5,13.0,21.0,,,
qwen,01,33,HVAC,occupancy_context,,,,,,False,False,False
qwen,01,34,HVAC,r_value,16.0,13.0,15.5,15.0,16.0,,,
qwen,01,34,HVAC,seer,10.0,13.0,9.0,13.0,13.0,,,
qwen,01,34,HVAC,hvac_age,28.0,15.0,35.5,13.0,26.0,,,
qwen,01,34,HVAC,occupancy_context,,,,,,False,True,False
qwen,01,35,HVAC,r_value,9.0,12.0,10.0,15.0,9.0,,,
qwen,01,35,HVAC,seer,11.0,10.0,10.0,13.0,13.0,,,
qwen,01,35,HVAC,hvac_age,25.0,15.0,25.5,13.0,21.0,,,
qwen,01,35,HVAC,occupancy_context,,,,,,False,False,False
qwen,01,36,HVAC,r_value,15.0,11.0,15.5,15.0,16.0,,,
qwen,01,36,HVAC,seer,14.0,13.0,13.0,13.0,15.0,,,
qwen,01,36,HVAC,hvac_age,12.0,13.0,13.0,13.0,10.0,,,
qwen,01,36,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,37,HVAC,r_value,16.0,13.0,15.5,15.0,16.0,,,
qwen,01,37,HVAC,seer,15.0,14.0,13.0,13.0,16.0,,,
qwen,01,37,HVAC,hvac_age,8.0,7.0,8.0,13.0,5.0,,,
qwen,01,37,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,38,HVAC,r_value,21.0,19.0,21.5,15.0,22.0,,,
qwen,01,38,HVAC,seer,14.0,14.0,13.0,13.0,14.0,,,
qwen,01,38,HVAC,hvac_age,16.0,18.0,18.0,13.0,15.0,,,
qwen,01,38,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,39,HVAC,r_value,14.0,13.0,15.5,15.0,16.0,,,
qwen,01,39,HVAC,seer,12.0,13.0,10.0,13.0,13.0,,,
qwen,01,39,HVAC,hvac_age,25.0,15.0,25.5,13.0,21.0,,,
qwen,01,39,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,40,HVAC,r_value,16.0,13.0,15.5,15.0,16.0,,,
qwen,01,40,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
qwen,01,40,HVAC,hvac_age,18.0,15.0,25.5,13.0,21.0,,,
qwen,01,40,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,41,HVAC,r_value,15.0,13.0,15.5,15.0,16.0,,,
qwen,01,41,HVAC,seer,13.0,13.0,13.0,13.0,14.0,,,
qwen,01,41,HVAC,hvac_age,18.0,18.0,18.0,13.0,15.0,,,
qwen,01,41,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,42,HVAC,r_value,9.0,12.0,10.0,15.0,9.0,,,
qwen,01,42,HVAC,seer,10.0,10.0,9.0,13.0,13.0,,,
qwen,01,42,HVAC,hvac_age,32.0,15.0,35.5,13.0,26.0,,,
qwen,01,42,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,43,HVAC,r_value,16.0,13.0,15.5,15.0,16.0,,,
qwen,01,43,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
qwen,01,43,HVAC,hvac_age,18.0,15.0,25.5,13.0,21.0,,,
qwen,01,43,HVAC,occupancy_context,,,,,,False,True,False
qwen,01,44,HVAC,r_value,23.0,19.0,21.5,15.0,22.0,,,
qwen,01,44,HVAC,seer,15.0,14.0,13.0,13.0,15.0,,,
qwen,01,44,HVAC,hvac_age,10.0,13.0,13.0,13.0,10.0,,,
qwen,01,44,HVAC,occupancy_context,,,,,,False,True,False
qwen,01,45,HVAC,r_value,24.0,19.0,21.5,15.0,22.0,,,
qwen,01,45,HVAC,seer,17.0,14.0,13.0,13.0,16.0,,,
qwen,01,45,HVAC,hvac_age,6.0,8.0,8.0,13.0,5.0,,,
qwen,01,45,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,46,HVAC,r_value,21.0,19.0,21.5,15.0,22.0,,,
qwen,01,46,HVAC,seer,15.0,13.0,13.0,13.0,14.0,,,
qwen,01,46,HVAC,hvac_age,16.0,18.0,18.0,13.0,15.0,,,
qwen,01,46,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,47,HVAC,r_value,15.0,13.0,15.5,15.0,16.0,,,
qwen,01,47,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
qwen,01,47,HVAC,hvac_age,20.0,15.0,25.5,13.0,21.0,,,
qwen,01,47,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,48,HVAC,r_value,24.0,20.0,21.5,15.0,22.0,,,
qwen,01,48,HVAC,seer,22.0,15.0,14.0,13.0,16.0,,,
qwen,01,48,HVAC,hvac_age,1.0,5.0,3.0,13.0,5.0,,,
qwen,01,48,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,49,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
qwen,01,49,HVAC,seer,20.0,15.0,14.0,13.0,16.0,,,
qwen,01,49,HVAC,hvac_age,3.0,5.0,3.0,13.0,5.0,,,
qwen,01,49,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,50,HVAC,r_value,11.0,10.0,10.0,15.0,9.0,,,
qwen,01,50,HVAC,seer,13.0,10.0,10.0,13.0,13.0,,,
qwen,01,50,HVAC,hvac_age,20.0,15.0,25.5,13.0,21.0,,,
qwen,01,50,HVAC,occupancy_context,,,,,,False,True,True
qwen,01,52,HVAC,r_value,17.0,11.0,15.5,15.0,16.0,,,
qwen,01,52,HVAC,seer,14.0,14.0,13.0,13.0,15.0,,,
qwen,01,52,HVAC,hvac_age,8.0,13.0,13.0,13.0,10.0,,,
qwen,01,52,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,53,HVAC,r_value,16.0,13.0,15.5,15.0,16.0,,,
qwen,01,53,HVAC,seer,16.0,13.0,13.0,13.0,14.0,,,
qwen,01,53,HVAC,hvac_age,6.0,18.0,18.0,13.0,15.0,,,
qwen,01,53,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,54,HVAC,r_value,15.0,13.0,15.5,15.0,16.0,,,
qwen,01,54,HVAC,seer,15.0,13.0,10.0,13.0,13.0,,,
qwen,01,54,HVAC,hvac_age,11.0,15.0,25.5,13.0,21.0,,,
qwen,01,54,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,55,HVAC,r_value,23.0,19.0,21.5,15.0,22.0,,,
qwen,01,55,HVAC,seer,18.0,14.0,13.0,13.0,15.0,,,
qwen,01,55,HVAC,hvac_age,3.0,10.0,13.0,13.0,10.0,,,
qwen,01,55,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,56,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
qwen,01,56,HVAC,seer,17.0,14.0,13.0,13.0,14.0,,,
qwen,01,56,HVAC,hvac_age,7.0,18.0,18.0,13.0,15.0,,,
qwen,01,56,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,57,HVAC,r_value,24.0,19.0,21.5,15.0,22.0,,,
qwen,01,57,HVAC,seer,19.0,16.0,13.0,13.0,16.0,,,
qwen,01,57,HVAC,hvac_age,4.0,7.0,8.0,13.0,5.0,,,
qwen,01,57,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,58,HVAC,r_value,8.0,2.5,10.0,15.0,9.0,,,
qwen,01,58,HVAC,seer,11.0,10.0,9.0,13.0,12.0,,,
qwen,01,58,HVAC,hvac_age,21.0,25.0,60.0,13.0,18.0,,,
qwen,01,58,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,59,HVAC,r_value,13.0,13.0,15.5,15.0,16.0,,,
qwen,01,59,HVAC,seer,13.0,13.0,9.0,13.0,13.0,,,
qwen,01,59,HVAC,hvac_age,15.0,25.0,45.5,13.0,16.0,,,
qwen,01,59,HVAC,occupancy_context,,,,,,False,True,False
qwen,01,60,HVAC,r_value,20.0,19.0,21.5,15.0,22.0,,,
qwen,01,60,HVAC,seer,16.0,14.0,13.0,13.0,15.0,,,
qwen,01,60,HVAC,hvac_age,6.0,13.0,13.0,13.0,10.0,,,
qwen,01,60,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,61,HVAC,r_value,20.0,19.0,21.5,15.0,22.0,,,
qwen,01,61,HVAC,seer,14.0,13.0,10.0,13.0,13.0,,,
qwen,01,61,HVAC,hvac_age,18.0,25.0,25.5,13.0,21.0,,,
qwen,01,61,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,62,HVAC,r_value,15.0,13.0,15.5,15.0,16.0,,,
qwen,01,62,HVAC,seer,12.0,13.0,10.0,13.0,13.0,,,
qwen,01,62,HVAC,hvac_age,24.0,15.0,25.5,13.0,21.0,,,
qwen,01,62,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,63,HVAC,r_value,10.0,3.5,10.0,15.0,9.0,,,
qwen,01,63,HVAC,seer,11.0,10.0,9.0,13.0,13.0,,,
qwen,01,63,HVAC,hvac_age,28.0,25.0,35.5,13.0,26.0,,,
qwen,01,63,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,64,HVAC,r_value,14.0,13.0,15.5,15.0,16.0,,,
qwen,01,64,HVAC,seer,13.0,13.0,13.0,13.0,14.0,,,
qwen,01,64,HVAC,hvac_age,16.0,18.0,18.0,13.0,15.0,,,
qwen,01,64,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,65,HVAC,r_value,22.0,19.0,21.5,15.0,22.0,,,
qwen,01,65,HVAC,seer,15.0,13.0,13.0,13.0,14.0,,,
qwen,01,65,HVAC,hvac_age,14.0,18.0,18.0,13.0,15.0,,,
qwen,01,65,HVAC,occupancy_context,,,,,,True,True,False
qwen,01,66,HVAC,r_value,9.0,3.5,10.0,15.0,9.0,,,
qwen,01,66,HVAC,seer,10.0,10.0,9.0,13.0,13.0,,,
qwen,01,66,HVAC,hvac_age,32.0,15.0,35.5,13.0,26.0,,,
qwen,01,66,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,67,HVAC,r_value,14.0,13.0,15.5,15.0,16.0,,,
qwen,01,67,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
qwen,01,67,HVAC,hvac_age,22.0,15.0,25.5,13.0,21.0,,,
qwen,01,67,HVAC,occupancy_context,,,,,,False,True,False
qwen,01,68,HVAC,r_value,9.0,15.0,10.0,15.0,9.0,,,
qwen,01,68,HVAC,seer,11.0,10.0,10.0,13.0,13.0,,,
qwen,01,68,HVAC,hvac_age,20.0,15.0,25.5,13.0,21.0,,,
qwen,01,68,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,69,HVAC,r_value,22.0,13.0,21.5,15.0,22.0,,,
qwen,01,69,HVAC,seer,14.0,14.0,13.0,13.0,15.0,,,
qwen,01,69,HVAC,hvac_age,12.0,13.0,13.0,13.0,10.0,,,
qwen,01,69,HVAC,occupancy_context,,,,,,True,True,True
qwen,01,70,HVAC,r_value,16.0,11.0,15.5,15.0,16.0,,,
qwen,01,70,HVAC,seer,13.0,13.0,10.0,13.0,13.0,,,
qwen,01,70,HVAC,hvac_age,18.0,15.0,25.5,13.0,21.0,,,
qwen,01,70,HVAC,occupancy_context,,,,,,False,False,False
qwen,01,71,Appliance,kwh_per_cycle,0.45,2.5,0.55,0.55,0.435,,,
qwen,01,71,Appliance,appliance,,,,,,True,True,True
qwen,01,71,Appliance,baseline_time,,,,,,True,True,False
qwen,01,72,Appliance,kwh_per_cycle,3.2,3.5,2.1,2.1,3.3,,,
qwen,01,72,Appliance,appliance,,,,,,True,True,True
qwen,01,72,Appliance,baseline_time,,,,,,True,True,True
qwen,01,73,Appliance,kwh_per_cycle,1.35,1.5,1.0,1.0,1.1,,,
qwen,01,73,Appliance,appliance,,,,,,True,True,True
qwen,01,73,Appliance,baseline_time,,,,,,True,True,False
qwen,01,74,Appliance,kwh_per_cycle,0.28,2.5,0.55,0.55,0.2,,,
qwen,01,74,Appliance,appliance,,,,,,True,True,True
qwen,01,74,Appliance,baseline_time,,,,,,True,True,False
qwen,01,75,Appliance,kwh_per_cycle,3.5,3.5,2.1,2.1,2.8,,,
qwen,01,75,Appliance,appliance,,,,,,True,True,True
qwen,01,75,Appliance,baseline_time,,,,,,True,True,False
qwen,01,76,Appliance,kwh_per_cycle,0.65,2.5,0.55,0.55,0.35,,,
qwen,01,76,Appliance,appliance,,,,,,True,True,True
qwen,01,76,Appliance,baseline_time,,,,,,True,True,False
qwen,01,77,Appliance,kwh_per_cycle,2.8,3.5,2.1,2.1,2.6,,,
qwen,01,77,Appliance,appliance,,,,,,True,True,True
qwen,01,77,Appliance,baseline_time,,,,,,True,True,False
qwen,01,78,Appliance,kwh_per_cycle,1.4,1.5,1.0,1.0,1.15,,,
qwen,01,78,Appliance,appliance,,,,,,True,True,True
qwen,01,78,Appliance,baseline_time,,,,,,True,True,False
qwen,01,79,Appliance,kwh_per_cycle,3.0,3.5,2.1,2.1,3.3,,,
qwen,01,79,Appliance,appliance,,,,,,True,True,True
qwen,01,79,Appliance,baseline_time,,,,,,True,True,False
qwen,01,80,Appliance,kwh_per_cycle,0.95,1.5,1.0,1.0,0.91,,,
qwen,01,80,Appliance,appliance,,,,,,True,True,True
qwen,01,80,Appliance,baseline_time,,,,,,True,True,True
qwen,01,81,Appliance,kwh_per_cycle,0.95,1.8,1.0,1.0,1.1,,,
qwen,01,81,Appliance,appliance,,,,,,True,True,True
qwen,01,81,Appliance,baseline_time,,,,,,True,True,False
qwen,01,82,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.365,,,
qwen,01,82,Appliance,appliance,,,,,,True,True,True
qwen,01,82,Appliance,baseline_time,,,,,,True,True,False
qwen,01,83,Appliance,kwh_per_cycle,3.5,3.5,2.1,2.1,2.5,,,
qwen,01,83,Appliance,appliance,,,,,,True,True,True
qwen,01,83,Appliance,baseline_time,,,,,,True,True,False
qwen,01,84,Appliance,kwh_per_cycle,3.2,3.5,2.1,2.1,3.3,,,
qwen,01,84,Appliance,appliance,,,,,,True,True,True
qwen,01,84,Appliance,baseline_time,,,,,,True,True,False
qwen,01,85,Appliance,kwh_per_cycle,0.95,1.5,1.0,1.0,1.15,,,
qwen,01,85,Appliance,appliance,,,,,,True,True,True
qwen,01,85,Appliance,baseline_time,,,,,,True,True,False
qwen,01,86,Appliance,kwh_per_cycle,0.22,2.5,0.55,0.55,0.365,,,
qwen,01,86,Appliance,appliance,,,,,,True,True,True
qwen,01,86,Appliance,baseline_time,,,,,,True,False,False
qwen,01,87,Appliance,kwh_per_cycle,0.38,2.5,0.55,0.55,0.35,,,
qwen,01,87,Appliance,appliance,,,,,,True,True,True
qwen,01,87,Appliance,baseline_time,,,,,,True,True,False
qwen,01,88,Appliance,kwh_per_cycle,3.5,2.5,2.1,2.1,3.3,,,
qwen,01,88,Appliance,appliance,,,,,,True,True,True
qwen,01,88,Appliance,baseline_time,,,,,,True,True,False
qwen,01,89,Appliance,kwh_per_cycle,0.28,3.5,0.55,0.55,0.435,,,
qwen,01,89,Appliance,appliance,,,,,,True,True,True
qwen,01,89,Appliance,baseline_time,,,,,,True,True,False
qwen,01,90,Appliance,kwh_per_cycle,0.95,1.5,1.0,1.0,1.15,,,
qwen,01,90,Appliance,appliance,,,,,,True,True,True
qwen,01,90,Appliance,baseline_time,,,,,,True,True,False
qwen,01,91,Appliance,kwh_per_cycle,0.38,1.5,0.55,0.55,0.2,,,
